"target_date","member_00","member_01","member_02","member_03","member_04","member_05","member_06","member_07","member_08","member_09","member_10","member_11","member_12","member_13","member_14","member_15","member_16","member_17","member_18","member_19","member_20","member_21","member_22","member_23","member_24","member_25","member_26","member_27","member_28","member_29","member_30","member_31","member_32","member_33","member_34","member_35","member_36","member_37","member_38","member_39","member_40","member_41","member_42","member_43","member_44","member_45","member_46","member_47","member_48","member_49","member_50"
"2022-05-22",0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.28125,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.28125,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
"2022-05-23",0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.28125,0.25,0.25,0.25,0.40625,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5625
"2022-05-24",0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.28125,0.21875,0.21875,0.25,0.21875,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.25,0.25,0.25,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.25,0.21875,0.25,0.21875,0.34375,0.25,0.21875,0.25,0.21875,0.21875,0.25,0.21875,0.21875,0.28125,0.21875,0.25,0.21875,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.59375
"2022-05-25",0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.25,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.25,0.21875,0.21875,0.21875,0.28125,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.21875,0.25,0.21875,0.25,0.21875,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.46875
"2022-05-26",0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.25,0.21875,0.21875,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.21875,0.25,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.375
"2022-05-27",0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.3125,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.25,0.21875,0.21875,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.3125
"2022-05-28",0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.28125,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.25,0.21875,0.21875,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.28125
"2022-05-29",0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.21875,0.28125,0.21875,0.21875,0.28125,0.25,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.25,0.21875,0.25,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.28125
"2022-05-30",0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.21875,0.25,0.25,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.25,0.21875,0.4375,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.28125
"2022-05-31",0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.21875,0.25,0.25,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.21875,0.21875,0.40625,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25
"2022-06-01",0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.25,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.3125,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25
"2022-06-02",0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.28125,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25
"2022-06-03",0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25
"2022-06-04",0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25
"2022-06-05",0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25
"2022-06-06",0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25
"2022-06-07",0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.1875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.25
"2022-06-08",0.21875,0.1875,0.1875,0.21875,0.21875,0.1875,0.21875,0.1875,0.1875,0.21875,0.21875,0.1875,0.21875,0.21875,0.21875,0.1875,0.1875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.1875,0.21875,0.1875,0.21875,0.1875,0.25,0.1875,0.21875,0.21875,0.21875,0.21875,0.1875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.1875,0.1875,0.21875,0.1875,0.1875,0.1875,0.21875,0.1875,0.25
